codigo;descricao
W320;PROJETIL DE REVOLVER - RESIDENCIA
W321;PROJETIL DE REVOLVER - HABITACAO COLETIVA
W322;PROJETIL DE REVOLVER - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W323;PROJETIL DE REVOLVER - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W324;PROJETIL DE REVOLVER - RUA E ESTRADA
W325;PROJETIL DE REVOLVER - AREAS DE COMERCIO E DE SERVICOS
W326;PROJETIL DE REVOLVER - AREAS INDUSTRIAIS E EM CONSTRUCAO
W327;PROJETIL DE REVOLVER - FAZENDA
W328;PROJETIL DE REVOLVER - OUTROS LOCAIS ESPECIFICADOS
W329;PROJETIL DE REVOLVER - LOCAL NAO ESPECIFICADO
W330;RIFLE, ESPINGARDA E ARMAS DE FOGO DE MAIOR TAMANHO - RESIDENCIA
W331;RIFLE, ESPINGARDA E ARMAS DE FOGO DE MAIOR TAMANHO - HABITACAO COLETIVA
W332;RIFLE, ESPINGARDA E ARMAS DE FOGO DE MAIOR TAMANHO - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W333;RIFLE, ESPINGARDA E ARMAS DE FOGO DE MAIOR TAMANHO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W334;RIFLE, ESPINGARDA E ARMAS DE FOGO DE MAIOR TAMANHO - RUA E ESTRADA
W335;RIFLE, ESPINGARDA E ARMAS DE FOGO DE MAIOR TAMANHO - AREAS DE COMERCIO E DE SERVICOS
W336;RIFLE, ESPINGARDA E ARMAS DE FOGO DE MAIOR TAMANHO - AREAS INDUSTRIAIS E EM CONSTRUCAO
W337;RIFLE, ESPINGARDA E ARMAS DE FOGO DE MAIOR TAMANHO - FAZENDA
W338;RIFLE, ESPINGARDA E ARMAS DE FOGO DE MAIOR TAMANHO - OUTROS LOCAIS ESPECIFICADOS
W339;RIFLE, ESPINGARDA E ARMAS DE FOGO DE MAIOR TAMANHO - LOCAL NAO ESPECIFICADO
W340;PROJETEIS DE OUTRAS ARMAS DE FOGO E DAS NAO ESPECIFICADAS - RESIDENCIA
W341;PROJETEIS DE OUTRAS ARMAS DE FOGO E DAS NAO ESPECIFICADAS - HABITACAO COLETIVA
W342;PROJETEIS DE OUTRAS ARMAS DE FOGO E DAS NAO ESPECIFICADAS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W343;PROJETEIS DE OUTRAS ARMAS DE FOGO E DAS NAO ESPECIFICADAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W344;PROJETEIS DE OUTRAS ARMAS DE FOGO E DAS NAO ESPECIFICADAS - RUA E ESTRADA
W345;PROJETEIS DE OUTRAS ARMAS DE FOGO E DAS NAO ESPECIFICADAS - AREAS DE COMERCIO E DE SERVICOS
W346;PROJETEIS DE OUTRAS ARMAS DE FOGO E DAS NAO ESPECIFICADAS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W347;PROJETEIS DE OUTRAS ARMAS DE FOGO E DAS NAO ESPECIFICADAS - FAZENDA
W348;PROJETEIS DE OUTRAS ARMAS DE FOGO E DAS NAO ESPECIFICADAS - OUTROS LOCAIS ESPECIFICADOS
W349;PROJETEIS DE OUTRAS ARMAS DE FOGO E DAS NAO ESPECIFICADAS - LOCAL NAO ESPECIFICADO
W350;EXPLOSAO OU RUPTURA DE CALDEIRA - RESIDENCIA
W351;EXPLOSAO OU RUPTURA DE CALDEIRA - HABITACAO COLETIVA
W352;EXPLOSAO OU RUPTURA DE CALDEIRA - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W353;EXPLOSAO OU RUPTURA DE CALDEIRA - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W354;EXPLOSAO OU RUPTURA DE CALDEIRA - RUA E ESTRADA
W355;EXPLOSAO OU RUPTURA DE CALDEIRA - AREAS DE COMERCIO E DE SERVICOS
W356;EXPLOSAO OU RUPTURA DE CALDEIRA - AREAS INDUSTRIAIS E EM CONSTRUCAO
W357;EXPLOSAO OU RUPTURA DE CALDEIRA - FAZENDA
W358;EXPLOSAO OU RUPTURA DE CALDEIRA - OUTROS LOCAIS ESPECIFICADOS
W359;EXPLOSAO OU RUPTURA DE CALDEIRA - LOCAL NAO ESPECIFICADO
W360;EXPLOSAO OU RUPTURA DE CILINDRO DE GAS - RESIDENCIA
W361;EXPLOSAO OU RUPTURA DE CILINDRO DE GAS - HABITACAO COLETIVA
W362;EXPLOSAO OU RUPTURA DE CILINDRO DE GAS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W363;EXPLOSAO OU RUPTURA DE CILINDRO DE GAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W364;EXPLOSAO OU RUPTURA DE CILINDRO DE GAS - RUA E ESTRADA
W365;EXPLOSAO OU RUPTURA DE CILINDRO DE GAS - AREAS DE COMERCIO E DE SERVICOS
W366;EXPLOSAO OU RUPTURA DE CILINDRO DE GAS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W367;EXPLOSAO OU RUPTURA DE CILINDRO DE GAS - FAZENDA
W368;EXPLOSAO OU RUPTURA DE CILINDRO DE GAS - OUTROS LOCAIS ESPECIFICADOS
W369;EXPLOSAO OU RUPTURA DE CILINDRO DE GAS - LOCAL NAO ESPECIFICADO
W370;EXPLOSAO OU RUPTURA DE PNEUMATICO, TUBULACAO OU MANGUEIRA, PRESSURIZADOS - RESIDENCIA
W371;EXPLOSAO OU RUPTURA DE PNEUMATICO, TUBULACAO OU MANGUEIRA, PRESSURIZADOS - HABITACAO COLETIVA
W372;EXPLOSAO OU RUPTURA DE PNEUMATICO, TUBULACAO OU MANGUEIRA, PRESSURIZADOS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W373;EXPLOSAO OU RUPTURA DE PNEUMATICO, TUBULACAO OU MANGUEIRA, PRESSURIZADOS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W374;EXPLOSAO OU RUPTURA DE PNEUMATICO, TUBULACAO OU MANGUEIRA, PRESSURIZADOS - RUA E ESTRADA
W375;EXPLOSAO OU RUPTURA DE PNEUMATICO, TUBULACAO OU MANGUEIRA, PRESSURIZADOS - AREAS DE COMERCIO E DE SERVICOS
W376;EXPLOSAO OU RUPTURA DE PNEUMATICO, TUBULACAO OU MANGUEIRA, PRESSURIZADOS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W377;EXPLOSAO OU RUPTURA DE PNEUMATICO, TUBULACAO OU MANGUEIRA, PRESSURIZADOS - FAZENDA
W378;EXPLOSAO OU RUPTURA DE PNEUMATICO, TUBULACAO OU MANGUEIRA, PRESSURIZADOS - OUTROS LOCAIS ESPECIFICADOS
W379;EXPLOSAO OU RUPTURA DE PNEUMATICO, TUBULACAO OU MANGUEIRA, PRESSURIZADOS - LOCAL NAO ESPECIFICADO
W380;EXPLOSAO OU RUPTURA DE OUTROS APARELHOS PRESSURIZADOS ESPECIFICADOS - RESIDENCIA
W381;EXPLOSAO OU RUPTURA DE OUTROS APARELHOS PRESSURIZADOS ESPECIFICADOS - HABITACAO COLETIVA
W382;EXPLOSAO OU RUPTURA DE OUTROS APARELHOS PRESSURIZADOS ESPECIFICADOS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W383;EXPLOSAO OU RUPTURA DE OUTROS APARELHOS PRESSURIZADOS ESPECIFICADOS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W384;EXPLOSAO OU RUPTURA DE OUTROS APARELHOS PRESSURIZADOS ESPECIFICADOS - RUA E ESTRADA
W385;EXPLOSAO OU RUPTURA DE OUTROS APARELHOS PRESSURIZADOS ESPECIFICADOS - AREAS DE COMERCIO E DE SERVICOS
W386;EXPLOSAO OU RUPTURA DE OUTROS APARELHOS PRESSURIZADOS ESPECIFICADOS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W387;EXPLOSAO OU RUPTURA DE OUTROS APARELHOS PRESSURIZADOS ESPECIFICADOS - FAZENDA
W388;EXPLOSAO OU RUPTURA DE OUTROS APARELHOS PRESSURIZADOS ESPECIFICADOS - OUTROS LOCAIS ESPECIFICADOS
W389;EXPLOSAO OU RUPTURA DE OUTROS APARELHOS PRESSURIZADOS ESPECIFICADOS - LOCAL NAO ESPECIFICADO
W390;QUEIMA DE FOGOS DE ARTIFICIO - RESIDENCIA
W391;QUEIMA DE FOGOS DE ARTIFICIO - HABITACAO COLETIVA
W392;QUEIMA DE FOGOS DE ARTIFICIO - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W393;QUEIMA DE FOGOS DE ARTIFICIO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W394;QUEIMA DE FOGOS DE ARTIFICIO - RUA E ESTRADA
W395;QUEIMA DE FOGOS DE ARTIFICIO - AREAS DE COMERCIO E DE SERVICOS
W396;QUEIMA DE FOGOS DE ARTIFICIO - AREAS INDUSTRIAIS E EM CONSTRUCAO
W397;QUEIMA DE FOGOS DE ARTIFICIO - FAZENDA
W398;QUEIMA DE FOGOS DE ARTIFICIO - OUTROS LOCAIS ESPECIFICADOS
W399;QUEIMA DE FOGOS DE ARTIFICIO - LOCAL NAO ESPECIFICADO
W400;EXPLOSAO DE OUTROS MATERIAIS - RESIDENCIA
W401;EXPLOSAO DE OUTROS MATERIAIS - HABITACAO COLETIVA
W402;EXPLOSAO DE OUTROS MATERIAIS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W403;EXPLOSAO DE OUTROS MATERIAIS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W404;EXPLOSAO DE OUTROS MATERIAIS - RUA E ESTRADA
W405;EXPLOSAO DE OUTROS MATERIAIS - AREAS DE COMERCIO E DE SERVICOS
W406;EXPLOSAO DE OUTROS MATERIAIS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W407;EXPLOSAO DE OUTROS MATERIAIS - FAZENDA
W408;EXPLOSAO DE OUTROS MATERIAIS - OUTROS LOCAIS ESPECIFICADOS
W409;EXPLOSAO DE OUTROS MATERIAIS - LOCAL NAO ESPECIFICADO
W410;EXPOSICAO A UM JATO DE ALTA PRESSAO - RESIDENCIA
W411;EXPOSICAO A UM JATO DE ALTA PRESSAO - HABITACAO COLETIVA
W412;EXPOSICAO A UM JATO DE ALTA PRESSAO - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W413;EXPOSICAO A UM JATO DE ALTA PRESSAO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W414;EXPOSICAO A UM JATO DE ALTA PRESSAO - RUA E ESTRADA
W415;EXPOSICAO A UM JATO DE ALTA PRESSAO - AREAS DE COMERCIO E DE SERVICOS
W416;EXPOSICAO A UM JATO DE ALTA PRESSAO - AREAS INDUSTRIAIS E EM CONSTRUCAO
W417;EXPOSICAO A UM JATO DE ALTA PRESSAO - FAZENDA
W418;EXPOSICAO A UM JATO DE ALTA PRESSAO - OUTROS LOCAIS ESPECIFICADOS
W419;EXPOSICAO A UM JATO DE ALTA PRESSAO - LOCAL NAO ESPECIFICADO
W420;EXPOSICAO AO RUIDO - RESIDENCIA
W421;EXPOSICAO AO RUIDO - HABITACAO COLETIVA
W422;EXPOSICAO AO RUIDO - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W423;EXPOSICAO AO RUIDO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W424;EXPOSICAO AO RUIDO - RUA E ESTRADA
W425;EXPOSICAO AO RUIDO - AREAS DE COMERCIO E DE SERVICOS
W426;EXPOSICAO AO RUIDO - AREAS INDUSTRIAIS E EM CONSTRUCAO
W427;EXPOSICAO AO RUIDO - FAZENDA
W428;EXPOSICAO AO RUIDO - OUTROS LOCAIS ESPECIFICADOS
W429;EXPOSICAO AO RUIDO - LOCAL NAO ESPECIFICADO
W430;EXPOSICAO A VIBRACAO - RESIDENCIA
W431;EXPOSICAO A VIBRACAO - HABITACAO COLETIVA
W432;EXPOSICAO A VIBRACAO - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W433;EXPOSICAO A VIBRACAO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W434;EXPOSICAO A VIBRACAO - RUA E ESTRADA
W435;EXPOSICAO A VIBRACAO - AREAS DE COMERCIO E DE SERVICOS
W436;EXPOSICAO A VIBRACAO - AREAS INDUSTRIAIS E EM CONSTRUCAO
W437;EXPOSICAO A VIBRACAO - FAZENDA
W438;EXPOSICAO A VIBRACAO - OUTROS LOCAIS ESPECIFICADOS
W439;EXPOSICAO A VIBRACAO - LOCAL NAO ESPECIFICADO
W440;PENETRACAO DE CORPO ESTRANHO NO OU ATRAVES DE OLHO OU ORIFICIO NATURAL - RESIDENCIA
W441;PENETRACAO DE CORPO ESTRANHO NO OU ATRAVES DE OLHO OU ORIFICIO NATURAL - HABITACAO COLETIVA
W442;PENETRACAO DE CORPO ESTRANHO NO OU ATRAVES DE OLHO OU ORIFICIO NATURAL - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W443;PENETRACAO DE CORPO ESTRANHO NO OU ATRAVES DE OLHO OU ORIFICIO NATURAL - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W444;PENETRACAO DE CORPO ESTRANHO NO OU ATRAVES DE OLHO OU ORIFICIO NATURAL - RUA E ESTRADA
W445;PENETRACAO DE CORPO ESTRANHO NO OU ATRAVES DE OLHO OU ORIFICIO NATURAL - AREAS DE COMERCIO E DE SERVICOS
W446;PENETRACAO DE CORPO ESTRANHO NO OU ATRAVES DE OLHO OU ORIFICIO NATURAL - AREAS INDUSTRIAIS E EM CONSTRUCAO
W447;PENETRACAO DE CORPO ESTRANHO NO OU ATRAVES DE OLHO OU ORIFICIO NATURAL - FAZENDA
W448;PENETRACAO DE CORPO ESTRANHO NO OU ATRAVES DE OLHO OU ORIFICIO NATURAL - OUTROS LOCAIS ESPECIFICADOS
W449;PENETRACAO DE CORPO ESTRANHO NO OU ATRAVES DE OLHO OU ORIFICIO NATURAL - LOCAL NAO ESPECIFICADO
W450;PENETRACAO DE CORPO OU OBJETO ESTRANHO ATRAVES DA PELE - RESIDENCIA
W451;PENETRACAO DE CORPO OU OBJETO ESTRANHO ATRAVES DA PELE - HABITACAO COLETIVA
W452;PENETRACAO DE CORPO OU OBJETO ESTRANHO ATRAVES DA PELE - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W453;PENETRACAO DE CORPO OU OBJETO ESTRANHO ATRAVES DA PELE - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W454;PENETRACAO DE CORPO OU OBJETO ESTRANHO ATRAVES DA PELE - RUA E ESTRADA
W455;PENETRACAO DE CORPO OU OBJETO ESTRANHO ATRAVES DA PELE - AREAS DE COMERCIO E DE SERVICOS
W456;PENETRACAO DE CORPO OU OBJETO ESTRANHO ATRAVES DA PELE - AREAS INDUSTRIAIS E EM CONSTRUCAO
W457;PENETRACAO DE CORPO OU OBJETO ESTRANHO ATRAVES DA PELE - FAZENDA
W458;PENETRACAO DE CORPO OU OBJETO ESTRANHO ATRAVES DA PELE - OUTROS LOCAIS ESPECIFICADOS
W459;PENETRACAO DE CORPO OU OBJETO ESTRANHO ATRAVES DA PELE - LOCAL NAO ESPECIFICADO
W460;CONTATO COM AGULHA HIPODERMICA - RESIDENCIA
W461;CONTATO COM AGULHA HIPODERMICA - HABITACAO COLETIVA
W462;CONTATO COM AGULHA HIPODERMICA - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W463;CONTATO COM AGULHA HIPODERMICA - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W464;CONTATO COM AGULHA HIPODERMICA - RUA E ESTRADA
W465;CONTATO COM AGULHA HIPODERMICA - AREAS DE COMERCIO E DE SERVICOS
W466;CONTATO COM AGULHA HIPODERMICA - AREAS INDUSTRIAIS E EM CONSTRUCAO
W467;CONTATO COM AGULHA HIPODERMICA - FAZENDA
W468;CONTATO COM AGULHA HIPODERMICA - OUTROS LOCAIS ESPECIFICADOS
W469;CONTATO COM AGULHA HIPODERMICA - LOCAL NAO ESPECIFICADO
W490;EXPOSICAO A OUTRAS FORCAS MECANICAS INANIMADAS E AS NAO ESPECIFICADAS - RESIDENCIA
W491;EXPOSICAO A OUTRAS FORCAS MECANICAS INANIMADAS E AS NAO ESPECIFICADAS - HABITACAO COLETIVA
W492;EXPOSICAO A OUTRAS FORCAS MECANICAS INANIMADAS E AS NAO ESPECIFICADAS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W493;EXPOSICAO A OUTRAS FORCAS MECANICAS INANIMADAS E AS NAO ESPECIFICADAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W494;EXPOSICAO A OUTRAS FORCAS MECANICAS INANIMADAS E AS NAO ESPECIFICADAS - RUA E ESTRADA
W495;EXPOSICAO A OUTRAS FORCAS MECANICAS INANIMADAS E AS NAO ESPECIFICADAS - AREAS DE COMERCIO E DE SERVICOS
W496;EXPOSICAO A OUTRAS FORCAS MECANICAS INANIMADAS E AS NAO ESPECIFICADAS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W497;EXPOSICAO A OUTRAS FORCAS MECANICAS INANIMADAS E AS NAO ESPECIFICADAS - FAZENDA
W498;EXPOSICAO A OUTRAS FORCAS MECANICAS INANIMADAS E AS NAO ESPECIFICADAS - OUTROS LOCAIS ESPECIFICADOS
W499;EXPOSICAO A OUTRAS FORCAS MECANICAS INANIMADAS E AS NAO ESPECIFICADAS - LOCAL NAO ESPECIFICADO
W500;GOLPE, PANCADA, PONTAPE, MORDEDURA OU ESCORIACAO INFLIGIDOS POR OUTRA PESSOA - RESIDENCIA
W501;GOLPE, PANCADA, PONTAPE, MORDEDURA OU ESCORIACAO INFLIGIDOS POR OUTRA PESSOA - HABITACAO COLETIVA
W502;GOLPE, PANCADA, PONTAPE, MORDEDURA OU ESCORIACAO INFLIGIDOS POR OUTRA PESSOA - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W503;GOLPE, PANCADA, PONTAPE, MORDEDURA OU ESCORIACAO INFLIGIDOS POR OUTRA PESSOA - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W504;GOLPE, PANCADA, PONTAPE, MORDEDURA OU ESCORIACAO INFLIGIDOS POR OUTRA PESSOA - RUA E ESTRADA
W505;GOLPE, PANCADA, PONTAPE, MORDEDURA OU ESCORIACAO INFLIGIDOS POR OUTRA PESSOA - AREAS DE COMERCIO E DE SERVICOS
W506;GOLPE, PANCADA, PONTAPE, MORDEDURA OU ESCORIACAO INFLIGIDOS POR OUTRA PESSOA - AREAS INDUSTRIAIS E EM CONSTRUCAO
W507;GOLPE, PANCADA, PONTAPE, MORDEDURA OU ESCORIACAO INFLIGIDOS POR OUTRA PESSOA - FAZENDA
W508;GOLPE, PANCADA, PONTAPE, MORDEDURA OU ESCORIACAO INFLIGIDOS POR OUTRA PESSOA - OUTROS LOCAIS ESPECIFICADOS
W509;GOLPE, PANCADA, PONTAPE, MORDEDURA OU ESCORIACAO INFLIGIDOS POR OUTRA PESSOA - LOCAL NAO ESPECIFICADO
W510;COLISAO ENTRE DUAS PESSOAS - RESIDENCIA
W511;COLISAO ENTRE DUAS PESSOAS - HABITACAO COLETIVA
W512;COLISAO ENTRE DUAS PESSOAS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W513;COLISAO ENTRE DUAS PESSOAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W514;COLISAO ENTRE DUAS PESSOAS - RUA E ESTRADA
W515;COLISAO ENTRE DUAS PESSOAS - AREAS DE COMERCIO E DE SERVICOS
W516;COLISAO ENTRE DUAS PESSOAS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W517;COLISAO ENTRE DUAS PESSOAS - FAZENDA
W518;COLISAO ENTRE DUAS PESSOAS - OUTROS LOCAIS ESPECIFICADOS
W519;COLISAO ENTRE DUAS PESSOAS - LOCAL NAO ESPECIFICADO
W520;ESMAGADO, EMPURRADO OU PISOTEADO POR MULTIDAO OU DEBANDADA EM MASSA DE PESSOAS - RESIDENCIA
W521;ESMAGADO, EMPURRADO OU PISOTEADO POR MULTIDAO OU DEBANDADA EM MASSA DE PESSOAS - HABITACAO COLETIVA
W522;ESMAGADO, EMPURRADO OU PISOTEADO POR MULTIDAO OU DEBANDADA EM MASSA DE PESSOAS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W523;ESMAGADO, EMPURRADO OU PISOTEADO POR MULTIDAO OU DEBANDADA EM MASSA DE PESSOAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W524;ESMAGADO, EMPURRADO OU PISOTEADO POR MULTIDAO OU DEBANDADA EM MASSA DE PESSOAS - RUA E ESTRADA
W525;ESMAGADO, EMPURRADO OU PISOTEADO POR MULTIDAO OU DEBANDADA EM MASSA DE PESSOAS - AREAS DE COMERCIO E DE SERVICOS
W526;ESMAGADO, EMPURRADO OU PISOTEADO POR MULTIDAO OU DEBANDADA EM MASSA DE PESSOAS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W527;ESMAGADO, EMPURRADO OU PISOTEADO POR MULTIDAO OU DEBANDADA EM MASSA DE PESSOAS - FAZENDA
W528;ESMAGADO, EMPURRADO OU PISOTEADO POR MULTIDAO OU DEBANDADA EM MASSA DE PESSOAS - OUTROS LOCAIS ESPECIFICADOS
W529;ESMAGADO, EMPURRADO OU PISOTEADO POR MULTIDAO OU DEBANDADA EM MASSA DE PESSOAS - LOCAL NAO ESPECIFICADO
W530;MORDEDURA DE RATO - RESIDENCIA
W531;MORDEDURA DE RATO - HABITACAO COLETIVA
W532;MORDEDURA DE RATO - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W533;MORDEDURA DE RATO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W534;MORDEDURA DE RATO - RUA E ESTRADA
W535;MORDEDURA DE RATO - AREAS DE COMERCIO E DE SERVICOS
W536;MORDEDURA DE RATO - AREAS INDUSTRIAIS E EM CONSTRUCAO
W537;MORDEDURA DE RATO - FAZENDA
W538;MORDEDURA DE RATO - OUTROS LOCAIS ESPECIFICADOS
W539;MORDEDURA DE RATO - LOCAL NAO ESPECIFICADO
W540;MORDEDURA OU GOLPE PROVOCADO POR CAO - RESIDENCIA
W541;MORDEDURA OU GOLPE PROVOCADO POR CAO - HABITACAO COLETIVA
W542;MORDEDURA OU GOLPE PROVOCADO POR CAO - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W543;MORDEDURA OU GOLPE PROVOCADO POR CAO - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W544;MORDEDURA OU GOLPE PROVOCADO POR CAO - RUA E ESTRADA
W545;MORDEDURA OU GOLPE PROVOCADO POR CAO - AREAS DE COMERCIO E DE SERVICOS
W546;MORDEDURA OU GOLPE PROVOCADO POR CAO - AREAS INDUSTRIAIS E EM CONSTRUCAO
W547;MORDEDURA OU GOLPE PROVOCADO POR CAO - FAZENDA
W548;MORDEDURA OU GOLPE PROVOCADO POR CAO - OUTROS LOCAIS ESPECIFICADOS
W549;MORDEDURA OU GOLPE PROVOCADO POR CAO - LOCAL NAO ESPECIFICADO
W550;MORDEDURA OU GOLPE PROVOCADO POR OUTROS ANIMAIS MAMIFEROS - RESIDENCIA
W551;MORDEDURA OU GOLPE PROVOCADO POR OUTROS ANIMAIS MAMIFEROS - HABITACAO COLETIVA
W552;MORDEDURA OU GOLPE PROVOCADO POR OUTROS ANIMAIS MAMIFEROS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W553;MORDEDURA OU GOLPE PROVOCADO POR OUTROS ANIMAIS MAMIFEROS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W554;MORDEDURA OU GOLPE PROVOCADO POR OUTROS ANIMAIS MAMIFEROS - RUA E ESTRADA
W555;MORDEDURA OU GOLPE PROVOCADO POR OUTROS ANIMAIS MAMIFEROS - AREAS DE COMERCIO E DE SERVICOS
W556;MORDEDURA OU GOLPE PROVOCADO POR OUTROS ANIMAIS MAMIFEROS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W557;MORDEDURA OU GOLPE PROVOCADO POR OUTROS ANIMAIS MAMIFEROS - FAZENDA
W558;MORDEDURA OU GOLPE PROVOCADO POR OUTROS ANIMAIS MAMIFEROS - OUTROS LOCAIS ESPECIFICADOS
W559;MORDEDURA OU GOLPE PROVOCADO POR OUTROS ANIMAIS MAMIFEROS - LOCAL NAO ESPECIFICADO
W560;CONTATO COM ANIMAIS MARINHOS - RESIDENCIA
W561;CONTATO COM ANIMAIS MARINHOS - HABITACAO COLETIVA
W562;CONTATO COM ANIMAIS MARINHOS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W563;CONTATO COM ANIMAIS MARINHOS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W564;CONTATO COM ANIMAIS MARINHOS - RUA E ESTRADA
W565;CONTATO COM ANIMAIS MARINHOS - AREAS DE COMERCIO E DE SERVICOS
W566;CONTATO COM ANIMAIS MARINHOS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W567;CONTATO COM ANIMAIS MARINHOS - FAZENDA
W568;CONTATO COM ANIMAIS MARINHOS - OUTROS LOCAIS ESPECIFICADOS
W569;CONTATO COM ANIMAIS MARINHOS - LOCAL NAO ESPECIFICADO
W570;MORDEDURAS E PICADAS DE INSETO E DE OUTROS ARTROPODES, NAO-VENENOSOS - RESIDENCIA
W571;MORDEDURAS E PICADAS DE INSETO E DE OUTROS ARTROPODES, NAO-VENENOSOS - HABITACAO COLETIVA
W572;MORDEDURAS E PICADAS DE INSETO E DE OUTROS ARTROPODES, NAO-VENENOSOS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
W573;MORDEDURAS E PICADAS DE INSETO E DE OUTROS ARTROPODES, NAO-VENENOSOS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
W574;MORDEDURAS E PICADAS DE INSETO E DE OUTROS ARTROPODES, NAO-VENENOSOS - RUA E ESTRADA
W575;MORDEDURAS E PICADAS DE INSETO E DE OUTROS ARTROPODES, NAO-VENENOSOS - AREAS DE COMERCIO E DE SERVICOS
W576;MORDEDURAS E PICADAS DE INSETO E DE OUTROS ARTROPODES, NAO-VENENOSOS - AREAS INDUSTRIAIS E EM CONSTRUCAO
W577;MORDEDURAS E PICADAS DE INSETO E DE OUTROS ARTROPODES, NAO-VENENOSOS - FAZENDA
W578;MORDEDURAS E PICADAS DE INSETO E DE OUTROS ARTROPODES, NAO-VENENOSOS - OUTROS LOCAIS ESPECIFICADOS
W579;MORDEDURAS E PICADAS DE INSETO E DE OUTROS ARTROPODES, NAO-VENENOSOS - LOCAL NAO ESPECIFICADO
W580;MORDEDURA OU GOLPE PROVOCADO POR CROCODILO OU ALIGATOR - RESIDENCIA
W581;MORDEDURA OU GOLPE PROVOCADO POR CROCODILO OU ALIGATOR - HABITACAO COLETIVA
W582;MORDEDURA OU GOLPE PROVOCADO POR CROCODILO OU ALIGATOR - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA
