codigo;nome
0413040143;RECONSTRUCAO TOTAL DE ORELHA (MULTIPLOS ESTAGIOS)
0413040151;TRANSFERENCIA INTERMEDIARIA DE RETALHO
0413040160;TRATAMENTO CIRURGICO DE ELEFANTIASE AO NIVEL DO PE
0413040178;TRATAMENTO CIRURGICO DE LESOES EXTENSAS C/ PERDA DE SUBSTANCIA CUTANEA
0413040186;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DA AXILA
0413040194;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DO COTOVELO
0413040208;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DOS DEDOS DA MAO/PE S/ COMPROMETIMENTO TENDINOSO
0413040216;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL EM UM ESTAGIO
0413040224;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL NA REGIAO POPLITEA
0413040232;TRATAMENTO CIRURGICO NAO ESTETICO DA ORELHA
0413040240;TRATAMENTO CIRURGICO P/ REPARACOES DE PERDA DE SUBSTANCIA DA MAO
0413040259;DERMOLIPECTOMIA ABDOMINAL CIRCUNFERENCIAL POS CIRURGIA BARIATRICA
0413040267;RECONSTRUCAO POR MICROCIRURGIA QUALQUER PARTE
0414010027;MOLDAGEM / IMPLANTE EM MUCOSA (POR TRATAMENTO COMPLETO)
0414010035;MOLDAGEM / IMPLANTE EM PELE / MUCOSA (POR TRATAMENTO COMPLETO)
0414010256;TRATAMENTO CIRURGICO DE FISTULA ORO-SINUSAL / ORO-NASAL
0414010272;TRATAMENTO CIRURGICO DE FISTULA CUTANEA DE ORIGEM DENTARIA
0414010329;TRATAMENTO CIRURGICO DE CISTO DO COMPLEXO MAXILO-MANDIBULAR
0414010345;EXCISAO DE CALCULO DE GLANDULA SALIVAR
0414010361;EXERESE DE CISTO ODONTOGENICO E NAO-ODONTOGENICO
0414010370;TRATAMENTO CIRURGICO DE DENTE INCLUSO EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL
0414010388;TRATAMENTO CIRURGICO DE FISTULA INTRA / EXTRAORAL
0414020022;APICECTOMIA COM OU SEM OBTURACAO RETROGRADA
0414020030;APROFUNDAMENTO DE VESTIBULO ORAL (POR SEXTANTE)
0414020049;CORRECAO DE BRIDAS MUSCULARES
0414020057;CORRECAO DE IRREGULARIDADES DE REBORDO ALVEOLAR
0414020065;CORRECAO DE TUBEROSIDADE DO MAXILAR
0414020073;CURETAGEM PERIAPICAL
0414020081;ENXERTO GENGIVAL
0414020090;ENXERTO OSSEO DE AREA DOADORA INTRABUCAL
0414020120;EXODONTIA DE DENTE DECIDUO
0414020138;EXODONTIA DE DENTE PERMANENTE
0414020146;EXODONTIA MULTIPLA COM ALVEOLOPLASTIA POR SEXTANTE
0414020154;GENGIVECTOMIA (POR SEXTANTE)
0414020162;GENGIVOPLASTIA (POR SEXTANTE)
0414020170;GLOSSORRAFIA
0414020200;MARSUPIALIZACAO DE CISTOS E PSEUDOCISTOS
0414020219;ODONTOSECCAO / RADILECTOMIA / TUNELIZACAO
0414020243;REIMPLANTE E TRANSPLANTE DENTAL (POR ELEMENTO)
0414020278;REMOCAO DE DENTE RETIDO (INCLUSO / IMPACTADO)
0414020294;REMOCAO DE TORUS E EXOSTOSES
0414020359;TRATAMENTO CIRURGICO DE HEMORRAGIA BUCO-DENTAL
0414020367;TRATAMENTO CIRURGICO PARA TRACIONAMENTO DENTAL
0414020375;TRATAMENTO CIRURGICO PERIODONTAL (POR SEXTANTE)
0414020383;TRATAMENTO DE ALVEOLITE
0414020405;ULOTOMIA/ULECTOMIA
0414020413;TRATAMENTO ODONTOLOGICO PARA PACIENTES COM NECESSIDADES ESPECIAIS
0414020421;IMPLANTE DENTARIO OSTEOINTEGRADO
0414020430;EXODONTIA DE DENTE SUPRANUMERARIO
0415010012;TRATAMENTO C/ CIRURGIAS MULTIPLAS
0415020018;PROCEDIMENTOS SEQUENCIAIS DE CIRURGIA PLASTICA REPARADORA POS -CIRURGIA BARIATRICA
0415020034;OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
0415020042;PROCEDIMENTOS SEQUENCIAIS EM ANOMALIA CRANIO E BUCOMAXILOFACIAL
0415020050;PROCEDIMENTOS SEQUENCIAIS EM ONCOLOGIA
0415020069;PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA
0415020077;PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
0415030013;TRATAMENTO CIRURGICO EM POLITRAUMATIZADO
0415040027;DEBRIDAMENTO DE FASCEITE NECROTIZANTE
0415040035;DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS
0415040043;DEBRIDAMENTO DE ULCERA / NECROSE
0415040051;DRENAGEM DE COLECOES VISCERAIS / CAVITARIAS POR CATETERISMO
0416010016;AMPUTACAO DE PENIS EM ONCOLOGIA
0416010024;CISTECTOMIA TOTAL E DERIVACAO EM 1 SO TEMPO EM ONCOLOGIA
0416010032;CISTECTOMIA TOTAL COM DERIVACAO SIMPLES EM ONCOLOGIA
0416010040;CISTOENTEROPLASTIA EM ONCOLOGIA
0416010075;NEFRECTOMIA TOTAL EM ONCOLOGIA
0416010091;NEFROURETERECTOMIA TOTAL EM ONCOLOGIA
0416010113;ORQUIECTOMIA UNILATERAL EM ONCOLOGIA
0416010121;PROSTATECTOMIA EM ONCOLOGIA
0416010130;PROSTATOVESICULECTOMIA RADICAL EM ONCOLOGIA
0416010164;RESSECCAO DE TUMORES MULTIPLOS E SIMULTANEOS DO TRATO URINARIO EM ONCOLOGIA
0416010172;RESSECCAO ENDOSCOPICA DE TUMOR VESICAL EM ONCOLOGIA
0416010180;REIMPLANTE URETERAL EM ONCOLOGIA - URETEROCISTONEOSTOMIA
0416010199;REIMPLANTE URETERAL EM ONCOLOGIA - URETEROENTEROSTOMIA
0416010202;SUPRARRENALECTOMIA EM ONCOLOGIA
0416010210;NEFRECTOMIA PARCIAL EM ONCOLOGIA
0416010229;AMPUTACAO TOTAL AMPLIADA DE PENIS EM ONCOLOGIA
0416020020;LINFADENECTOMIA PELVICA EM ONCOLOGIA
0416020151;LINFADENECTOMIA RADICAL CERVICAL UNILATERAL EM ONCOLOGIA
0416020160;LINFADENECTOMIA RADICAL MODIFICADA CERVICAL UNILATERAL EM ONCOLOGIA
0416020178;LINFADENECTOMIA CERVICAL SUPRAOMO-HIOIDEA UNILATERAL EM ONCOLOGIA
0416020186;LINFADENECTOMIA CERVICAL RECORRENCIAL UNILATERAL EM ONCOLOGIA
0416020194;LINFADENECTOMIA MEDIASTINAL EM ONCOLOGIA
0416020208;LINFADENECTOMIA SUPRACLAVICULAR UNILATERAL EM ONCOLOGIA
0416020216;LINFADENECTOMIA AXILAR UNILATERAL EM ONCOLOGIA
0416020224;LINFADENECTOMIA RETROPERITONIAL EM ONCOLOGIA
0416020232;LINFADENECTOMIA INGUINAL UNILATERAL EM ONCOLOGIA
0416020240;LINFADENECTOMIA SELETIVA GUIADA (LINFONODO SENTINELA) EM ONCOLOGIA
0416020259;LINFADENECTOMIA INGUINO-ILIACA UNILATERAL EM ONCOLOGIA
0416030017;PAROTIDECTOMIA PARCIAL EM ONCOLOGIA
0416030025;RESSECCAO DE GLANDULA SALIVAR MENOR EM ONCOLOGIA
0416030033;RESSECCAO DE GLANDULA SUBLINGUAL EM ONCOLOGIA
0416030041;RESSECCAO DE GLANDULA SUBMANDIBULAR EM ONCOLOGIA
0416030068;GLOSSECTOMIA PARCIAL EM ONCOLOGIA
0416030076;GLOSSECTOMIA TOTAL EM ONCOLOGIA
0416030084;PARATIREOIDECTOMIA TOTAL EM ONCOLOGIA
0416030092;PAROTIDECTOMIA TOTAL EM ONCOLOGIA
0416030149;RESSECCAO EM CUNHA DE LABIO E SUTURA EM ONCOLOGIA
0416030157;RESSECCAO PARCIAL DE LABIO COM ENXERTO OU RETALHO EM ONCOLOGIA
0416030165;RESSECCAO TOTAL DE LABIO E RECONSTRUCAO COM RETALHO MIOCUTANEO EM ONCOLOGIA
0416030173;MAXILECTOMIA PARCIAL EM ONCOLOGIA
0416030181;MAXILECTOMIA TOTAL EM ONCOLOGIA
0416030190;PELVIGLOSSOMANDIBULECTOMIA EM ONCOLOGIA
0416030203;PAROTIDECTOMIA TOTAL AMPLIADA EM ONCOLOGIA
0416030211;FARINGECTOMIA PARCIAL EM ONCOLOGIA
0416030220;FARINGECTOMIA TOTAL EM ONCOLOGIA
0416030238;RESSECCAO DE TUMOR DE RINOFARINGE EM ONCOLOGIA
0416030246;EXENTERACAO DE ORBITA EM ONCOLOGIA
0416030254;LARINGECTOMIA PARCIAL EM ONCOLOGIA
0416030262;LARINGECTOMIA TOTAL EM ONCOLOGIA
0416030270;TIREOIDECTOMIA TOTAL EM ONCOLOGIA
0416030289;RECONSTRUCAO PARA FONACAO EM ONCOLOGIA
0416030297;TRAQUEOSTOMIA TRANSTUMORAL EM ONCOLOGIA
0416030300;MANDIBULECTOMIA PARCIAL EM ONCOLOGIA
0416030319;MANDIBULECTOMIA TOTAL EM ONCOLOGIA
0416030327;RESSECCAO DE PAVILHAO AURICULAR EM ONCOLOGIA
0416030335;LIGADURA DE CAROTIDA EM ONCOLOGIA
0416030343;RESSECCAO DE TUMOR GLOMICO EM ONCOLOGIA
0416030351;RESSECCAO DE LESAO MALIGNA DE MUCOSA BUCAL EM ONCOLOGIA
0416030360;RESSECCAO DE TUMOR TIREOIDIANO POR VIA TRANSESTERNAL EM ONCOLOGIA
0416040012;ANASTOMOSE BILEO-DIGESTIVA EM ONCOLOGIA
0416040020;COLEDOCOSTOMIA COM OU SEM COLECISTECTOMIA EM ONCOLOGIA
0416040039;ESOFAGOGASTRECTOMIA COM TORACOTOMIA EM ONCOLOGIA
0416040047;ESOFAGOCOLOPLASTIA OU ESOFAGOGASTROPLASTIA EM ONCOLOGIA
0416040055;ESOFAGOGASTRECTOMIA SEM TORACOTOMIA EM ONCOLOGIA
0416040071;GASTRECTOMIA TOTAL EM ONCOLOGIA
0416040101;HEPATECTOMIA PARCIAL EM ONCOLOGIA
0416040110;PANCREATECTOMIA PARCIAL EM ONCOLOGIA
0416040128;DUODENOPANCREATECTOMIA EM ONCOLOGIA
0416040144;RESSECCAO DE TUMOR RETROPERITONIAL COM RESSECCAO DE ORGAOS CONTIGUOS EM ONCOLOGIA
0416040179;ALCOOLIZACAO PERCUTANEA DE CARCINOMA HEPATICO
0416040187;TRATAMENTO DE CARCINOMA HEPATICO POR RADIOFREQUENCIA
0416040195;QUIMIOEMBOLIZACAO DE CARCINOMA HEPATICO
0416040209;BIOPSIAS MULTIPLAS INTRA-ABDOMINAIS EM ONCOLOGIA
0416040217;GASTRECTOMIA PARCIAL EM ONCOLOGIA
0416040225;METASTASECTOMIA HEPATICA EM ONCOLOGIA
0416040233;COLECISTECTOMIA EM ONCOLOGIA
0416040241;RESSECCAO AMPLIADA DE VIA BILIAR EXTRA-HEPATICA EM ONCOLOGIA
0416040250;RESSECCAO DE TUMOR RETROPERITONIAL EM ONCOLOGIA
0416040268;RESSECCAO ALARGADA DE TUMOR DE PARTES MOLES DE PAREDE ABDOMINAL EM ONCOLOGIA
0416040276;RESSECCAO ALARGADA DE TUMOR DE INTESTINO EM ONCOLOGIA
0416040284;IMPLANTACAO ENDOSCOPICA DE STENT ESOFAGICO
0416040292;PERITONECTOMIA EM ONCOLOGIA
0416040306;QUIMIOPERFUSAO INTRAPERITONEAL HIPERTERMICA
0416050018;AMPUTACAO ABDOMINO-PERINEAL DE RETO EM ONCOLOGIA
0416050026;COLECTOMIA PARCIAL (HEMICOLECTOMIA) EM ONCOLOGIA
0416050034;COLECTOMIA TOTAL EM ONCOLOGIA
0416050050;EXCISAO LOCAL DE TUMOR DO RETO EM ONCOLOGIA
0416050077;RETOSSIGMOIDECTOMIA ABDOMINAL EM ONCOLOGIA
0416050093;EXENTERACAO PELVICA POSTERIOR EM ONCOLOGIA
0416050107;EXENTERACAO PELVICA TOTAL EM ONCOLOGIA
0416050115;PROCTOCOLECTOMIA TOTAL EM ONCOLOGIA
0416060013;AMPUTACAO CONICA DE COLO DE UTERO COM COLPECTOMIA EM ONCOLOGIA
0416060021;ANEXECTOMIA UNI / BILATERAL EM ONCOLOGIA
0416060030;COLPECTOMIA EM ONCOLOGIA
0416060056;HISTERECTOMIA COM RESSECCAO DE ORGAOS CONTIGUOS EM ONCOLOGIA
0416060064;HISTERECTOMIA TOTAL AMPLIADA EM ONCOLOGIA
0416060080;TRAQUELECTOMIA RADICAL EM ONCOLOGIA
0416060099;VULVECTOMIA TOTAL AMPLIADA C/ LINFADENECTOMIA EM ONCOLOGIA
0416060102;VULVECTOMIA PARCIAL EM ONCOLOGIA
0416060110;HISTERECTOMIA COM OU SEM ANEXECTOMIA (UNI / BILATERAL) EM ONCOLOGIA
0416060129;LAPAROTOMIA PARA AVALIACAO DE TUMOR DE OVARIO EM ONCOLOGIA
0416080014;EXCISAO E ENXERTO DE PELE EM ONCOLOGIA
0416080030;EXCISAO E SUTURA COM PLASTICA EM Z NA PELE EM ONCOLOGIA
0416080081;RECONSTRUCAO COM RETALHO MIOCUTANEO (QUALQUER PARTE) EM ONCOLOGIA
0416080090;RECONSTRUCAO POR MICROCIRURGIA (QUALQUER PARTE) EM ONCOLOGIA
0416080111;RECONSTRUCAO COM RETALHO OSTEOMIOCUTANEO EM ONCOLOGIA
0416080120;EXTIRPACAO MULTIPLA DE LESAO DA PELE OU TECIDO CELULAR SUBCUTANEO EM ONCOLOGIA
0416090010;AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES EM ONCOLOGIA
0416090028;AMPUTACAO / DESARTICULACAO DE MEMBROS SUPERIORES EM ONCOLOGIA
0416090036;HEMIPELVECTOMIA EM ONCOLOGIA
0416090079;SACRALECTOMIA (ENDOPELVECTOMIA) EM ONCOLOGIA
0416090109;RESSECCAO DE TUMOR OSSEO COM SUBSTITUICAO (ENDOPROTESE) OU COM RECONSTRUCAO E FIXACAO EM ONCOLOGIA
0416090117;DESARTICULACAO INTERESCAPULO-TORACICA EM ONCOLOGIA
0416090125;DESARTICULACAO ESCAPULO-TORACICA INTERNA EM ONCOLOGIA
0416090133;RESSECCAO DE TUMOR DE PARTES MOLES EM ONCOLOGIA
0416110010;LOBECTOMIA PULMONAR EM ONCOLOGIA
0416110029;PNEUMOMECTOMIA RADICAL EM ONCOLOGIA
0416110037;TORACECTOMIA COMPLEXA EM ONCOLOGIA
0416110045;TORACECTOMIA SIMPLES EM ONCOLOGIA
0416110053;TORACOTOMIA EXPLORADORA EM ONCOLOGIA
0416110061;SEGMENTECTOMIA PULMONAR EM ONCOLOGIA
0416110070;RESSECCAO PULMONAR EM CUNHA EM ONCOLOGIA
0416110088;TIMECTOMIA EM ONCOLOGIA
0416120024;MASTECTOMIA RADICAL COM LINFADENECTOMIA AXILAR EM ONCOLOGIA
0416120032;MASTECTOMIA SIMPLES EM ONCOLOGIA
0416120040;RESSECCAO DE LESAO NAO PALPAVEL DE MAMA COM MARCACAO EM ONCOLOGIA (POR MAMA)
0416120059;SEGMENTECTOMIA/QUADRANTECTOMIA/SETORECTOMIA DE MAMA EM ONCOLOGIA
0417010010;ANESTESIA OBSTETRICA P/ CESARIANA
0417010028;ANALGESIA OBSTETRICA P/ PARTO NORMAL
0417010036;ANESTESIA OBSTETRICA P/CESARIANA EM GESTACAO DE ALTO RISCO
0417010044;ANESTESIA GERAL
0417010052;ANESTESIA REGIONAL
0417010060;SEDACAO
0418010013;CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTIA DE POLITETRAFLUORETILENO (PTFE)
0418010021;CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTO AUTOLOGO
0418010030;CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE
0418010048;IMPLANTE DE CATETER DE LONGA PERMANENCIA P/ HEMODIALISE
0418010056;IMPLANTE DE CATETER DUPLO LUMEN NA IRA (INCLUI CATETER)
0418010064;IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE
0418010072;IMPLANTE DE CATETER TENCKHOFF OU SIMILAR DE LONGA PERMANENCIA NA IRA (INCLUI CATETER)
0418010080;IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC
0418010099;IMPLANTE DE CATETER TIPO TENCKOFF OU SIMILAR P/DPI
0418020019;INTERVENCAO EM FISTULA ARTERIO-VENOSA
0418020027;LIGADURA DE FISTULA ARTERIO-VENOSA
0418020035;RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANENCIA
0501010017;COLETA DE SANGUE EM HEMOCENTRO P/ EXAMES DE HISTOCOMPATIBILIDADE (CADASTRO DE DOADOR NO REDOME)
0501010025;IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE (POR DOADOR TIPADO)
0501010050;IDENTIFICACAO DE DOADOR VOLUNTARIO DE CELULAS TRONCO HEMATOPOETICAS PARA CADASTRO NO REDOME (POR DOADOR TIPADO)
0501010068;ENTIFICACAO DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS (POR DOADOR TIPADO)
0501010076;CONFIRMACAO DE IDENTIFICACAO DE DOADOR NAO APARENTADO DE CELULAS TRONCO HEMATOPOETICAS (POR DOADOR TIPADO)
0501010092;CONFIRMACAO DE TIPIFICACAO DE DOADOR NAO APARENTADO DE CELULAS TRONCO HEMATOPOETICAS (POR DOADOR TIPADO)
0501010106;IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS TRONCO HEMATOPOETICAS 2ª FASE (POR DOADOR TIPADO)
0501020039;CONFIRMACAO DE IDENTIFICACAO DE RECEPTOR DE CELULAS TRONCO HEMATOPOETICAS
0501020047;IDENTIFICACAO/CONFIRMACAO DE RECEPTOR DE CELULAS TRONCO HEMATOPOETICAS
0501030018;COLETA, ACONDICIONAMENTO E TRANSPORTE INTERNACIONAL DE CELULAS-TRONCO HEMATOPOIETICAS DE MEDULA OSSEA P/ TRANSPLANTE
0501030026;FORNECIMENTO, ACONDICIONAMENTO E TRANSPORTE INTERNACIONAL DE CELULAS-TRONCO HEMATOPOETICAS DE CORDAO UMBILICAL P/ TRANSPLANTE
0501030034;FORNECIMENTO, ACONDICIONAMENTO E TRANSPORTE INTERNACIONAL DE LINFOCITOS DE DOADOR NAO APARENTADO P/ TRANSPLANTE
0501030042;IDENTIFICACAO INTERNACIONAL DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE (POR DOADOR TIPADO)
0501030050;IDENTIFICACAO INTERNACIONAL DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE (POR DOADOR TIPADO)
0501030069;COLETA E ACONDICIONAMENTO DE MEDULA OSSEA NO BRASIL PARA TRANSPLANTE AUTOGENICO OU DE DOADOR APARENTADO OU NAO APARENTADO
0501030077;MOBILIZACAO, COLETA E ACONDICIONAMENTO DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRASIL PARA TRANSPLANTE AUTOGENICO OU DE DOADOR APARENTADO OU NAO APARENTADO
0501030085;TRANSPORTE DE MEDULA OSSEA OU DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRASIL DE DOADOR NAO APARENTADO
0501030093;PROCESSAMENTO DE CRIOPRESEVACAO DE MEDULA OSSEA OU DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRASIL PARA TRANSPLANTE AUTOGENICO
0501030107;FORNECIMENTO E ACONDICIONAMENTO E TRANSPORTE NO BRASIL DE LINFOCITOS DE DOADOR NAO APARENTADO
0501030115;COLETA, IDENTIFICACAO, TESTES DE SEGURANCA, PROCESSAMENTO, ARMAZENAGEM E FORNECIMENTO DE CELULAS TRONCO HEMATOPOETICAS DE CORDAO UMBILICAL E PLACENTARIO
0501030123;TRANPORTE DE UNIDADE DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL E PLACENTARIO NO BRASIL
0501040013;AUTO-PROVA CRUZADA EM RECEPTOR DE RIM (AUTO CROSS-MATCH)
0501040064;PROVAS CRUZADAS EM RECEPTORES DE DOADORES FALECIDOS (CROSS MATCH)
0501040080;IDENTIFICACAO DE DOADOR FALECIDO DE ORGAOS
0501040099;IDENTIFICACAO DE DOADOR VIVO DE RIM- (POR DOADOR TIPADO)
0501040102;PROVAS CRUZADAS EM DOADORES DE ORGAOS E DE MEDULA OSSEA (APARENTADO NAO IDENTICO)
0501050019;AVALIACAO DE REATIVIDADE DO RECEPTOR CONTRA PAINEL EM RECEPTORES HIPERSENSIBILIZADOS DE ORGAOS
0501050035;AVALIACAO DE REATIVIDADE EM RECEPTORES NAO SENSIBILIZADOS
0501050043;EXAMES DE PACIENTES EM LISTA DE ESPERA PARA TRANSPLANTES
0501050051;IDENTIFICACAO DE RECEPTOR DE ORGAOS
0501060014;ANGIOGRAFIA CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA (4 VASOS)
0501060022;CINTILOGRAFIA RADIOISOTOPICA CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA
0501060030;ECO DOPPLER COLORIDO CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA
0501060049;ELETROENCEFALOGRAMA P/ DIAGNOSTICO DE MORTE ENCEFALICA
0501060057;EXAME COMPLEMENTAR PARA DIAGNOSTICO DE MORTE ENCEFALICA
0501070010;SOROLOGIA DE POSSIVEL DOADOR DE CORNEA E ESCLERA
0501070028;SOROLOGIA DE POSSIVEL DOADOR DE ORGAO OU TECIDO EXCETO CORNEA
0501070036;TIPAGEM SANGUINEA ABO E OUTROS EXAMES HEMATOLOGICOS EM POSSIVEL DOADOR DE ORGAOS
0501070044;EXAMES PARA A INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE DE CORACAO
0501070052;EXAMES PARA INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE DE FIGADO
0501070060;EXAMES PARA INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE DE PANCREAS, PULMAO OU RIM
0501070079;EXAMES PARA INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE CONJUGADO DE PANCREAS E RIM
0501070087;EXAMES PARA INVESTIGACAO CLINICA NO DOADOR VIVO DE RIM, FIGADO OU PULMAO - 1ª FASE.
0501070095;EXAMES PARA INVESTIGACAO CLINICA NO DOADOR VIVO DE FIGADO-COMPLEMENTACAO DA 1ª FASE.
0501070109;EXAMES PARA INVESTIGACAO CLINICA NO DOADOR VIVO DE RIM- COMPLEMENTACAO DA 1ª FASE.
0501070117;EXAMES PARA INVESTIGACAO CLINICA NO DOADOR VIVO DE PULMAO-COMPLEMENTACAO DA 1ª FASE.
0501080015;BIOPSIA E EXAME ANATOMO-CITOPATOLOGICO EM PACIENTE TRANSPLANTADO
0501080023;CONTAGEM DE CD4/CD3 EM PACIENTE TRANSPLANTADO
0501080031;DOSAGEM DE CICLOSPORINA (EM PACIENTE TRANSPLANTADO)
0501080040;DOSAGEM DE SIROLIMO (EM PACIENTE TRANSPLANTADO)
0501080058;DOSAGEM DE TACROLIMO (EM PACIENTE TRANSPLANTADO)
0501080066;EXAMES DE RADIOLOGIA EM PACIENTE TRANSPLANTADO
0501080074;EXAMES MICROBIOLOGICOS EM PACIENTE TRANSPLANTADO
0501080082;SOROLOGIA EM PACIENTE TRANSPLANTADO
0501080090;ULTRASSONOGRAFIA DE ORGAO TRANSPLANTADO
0501080104;DOSAGEM DE EVEROLIMO (EM PACIENTE TRANSPLANTADO)
0502010010;AVALIACAO CLINICA DE MORTE ENCEFALICA EM MAIOR DE 2 ANOS
0502010029;AVALIACAO CLINICA DE MORTE ENCEFALICA EM MENOR DE 2 ANOS
0503010014;ACOES RELACIONADAS A DOACAO DE ORGAOS E TECIDOS PARA TRANSPLANTE
0503010022;ACOES RELACIONADAS A DOACAO DE ORGAOS E TECIDOS REALIZADAS POR EQUIPE DE OUTRO ESTABELECIMENTO DE SAUDE
0503020010;HEPATECTOMIA PARCIAL P/ TRANSPLANTE (DOADOR VIVO)
0503020028;NEFROURETERECTOMIA UNILATERAL P/ TRANSPLANTE
0503030015;MANUTENCAO HEMODINAMICA DE POSSIVEL DOADOR E TAXA DE SALA P/ RETIRADA DE ORGAOS
0503030023;RETIRADA DE CORACAO (PARA TRANSPLANTE)
0503030031;RETIRADA DE CORACAO P/ PROCESSAMENTO DE VALVULA / TUBO VALVADO P/ TRANSPLANTE
0503030040;RETIRADA DE FIGADO (PARA TRANSPLANTE)
0503030058;RETIRADA DE GLOBO OCULAR UNI / BILATERAL (P/ TRANSPLANTE)
0503030066;RETIRADA DE PANCREAS (PARA TRANSPLANTE)
0503030074;RETIRADA DE PULMOES (PARA TRANSPLANTE)
0503030082;RETIRADA UNI / BILATERAL DE RIM (PARA TRANSPLANTE) - DOADOR FALECIDO
0503030090;RETIRADA DE TECIDO OSTEO -FASCIO-CONDRO- LIGAMENTOSO
0503030104;RETIRADA DE PELE PARA TRANSPLANTE
0503040010;COORDENACAO DE SALA CIRURGICA P/ RETIRADA DE ORGAOS E TECIDOS P/ TRANSPLANTE
0503040029;DESLOCAMENTO INTERESTADUAL DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS
0503040037;DESLOCAMENTO DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS - INTERMUNICIPAL
0503040045;DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE PROVAVEL DOADOR DE ORGAOS
0503040053;ENTREVISTA FAMILIAR P/ DOACAO DE ORGAOS DE DOADORES EM MORTE ENCEFALICA
0503040061;ENTREVISTA FAMILIAR PARA DOACAO DE TECIDOS DE DOADORES COM CORACAO PARADO
0503040088;CAPTACAO DE ORGAO EFETIVAMENTE TRANSPLANTADO
0504010018;CONTAGEM DE CELULAS ENDOTELIAIS DA CORNEA
0504010026;PROCESSAMENTO DE CORNEA / ESCLERA
0504010034;SEPARACAO E AVALIACAO BIOMICROSCOPICA DA CORNEA
0504020013;PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (05-25 GR)
0504020021;PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (101-200 GR)
0504020030;PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (201-300 GR)
0504020048;PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (26-50 GR)
0504020056;PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (51-100 GR)
0504030027;PROCESSAMENTO DE VALVULA CARDIACA HUMANA
0504040014;PROCESSAMENTO DE PELE EM GLICEROL (ATE 1000 CM²) PARA ADULTO
0504040022;PROCESSAMENTO DE PELE EM GLICEROL ( ATE 500 CM²) INFANTIL
0505010011;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - APARENTADO
0505010020;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - NAO APARENTADO
0505010038;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL DE APARENTADO
0505010046;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL DE NAO APARENTADO
0505010054;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO - APARENTADO
0505010062;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO - NAO APARENTADO
